pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veiculos,dia_semana_quarta-feira,dia_semana_quinta-feira,dia_semana_segunda-feira,dia_semana_sexta-feira,dia_semana_sábado,dia_semana_terça-feira
3,0,0,1,1,1,1,3,0,0,1,0,0,0
2,0,1,0,0,1,1,2,0,0,1,0,0,0
3,1,0,0,1,1,0,3,0,0,1,0,0,0
2,0,1,0,1,0,1,2,0,0,1,0,0,0
2,0,1,0,0,1,1,2,0,0,1,0,0,0
2,0,0,1,0,1,1,2,0,0,1,0,0,0
4,0,0,0,3,1,0,3,0,0,1,0,0,0
2,0,1,0,0,1,1,2,0,0,1,0,0,0
2,0,1,0,0,1,1,2,0,0,1,0,0,0
9,0,1,2,5,3,3,6,0,0,1,0,0,0
7,0,1,0,5,2,1,4,0,0,1,0,0,0
5,0,1,1,1,3,2,5,0,0,1,0,0,0
1,0,1,0,0,0,1,1,0,0,1,0,0,0
2,0,0,1,0,1,1,2,0,0,1,0,0,0
3,0,1,0,1,1,1,3,0,0,1,0,0,0
2,0,0,0,1,1,0,2,0,0,0,0,0,0
3,0,1,0,1,3,1,5,0,0,1,0,0,0
2,0,1,0,0,1,1,2,0,0,1,0,0,0
6,0,2,3,1,0,5,3,0,0,1,0,0,0
7,5,1,1,0,0,2,2,0,0,0,0,0,1
5,0,2,0,2,4,2,7,0,0,0,0,0,1
5,1,1,3,0,0,4,3,0,0,0,0,0,1
1,0,0,1,0,0,1,1,0,0,0,0,0,1
2,0,1,0,0,2,1,3,0,0,0,0,0,1
8,0,0,2,5,1,2,4,0,0,0,0,0,1
1,0,0,0,1,0,0,1,0,0,0,0,0,1
2,1,0,1,0,0,1,2,0,0,0,0,0,1
4,0,1,0,1,2,1,4,0,0,0,0,0,1
2,0,1,0,0,1,1,2,0,0,1,0,0,0
2,0,1,0,1,0,1,2,0,0,0,0,0,1
3,0,0,3,0,0,3,1,0,0,0,0,0,1
4,0,1,0,2,2,1,4,0,0,0,0,0,1
1,0,1,0,0,0,1,1,0,0,0,0,0,1
2,0,2,0,0,0,2,1,0,0,0,0,0,1
7,0,0,0,5,2,0,4,0,0,0,0,0,1
4,0,1,0,2,2,1,5,0,0,0,0,0,1
1,0,1,0,0,0,1,1,0,0,0,0,0,1
6,0,4,0,2,0,4,2,0,0,0,0,0,1
5,0,3,0,2,0,3,2,0,0,0,0,0,1
4,0,3,1,0,0,4,1,0,0,0,0,0,1
1,0,1,0,0,0,1,1,0,0,0,0,0,1
2,0,1,0,1,0,1,2,0,0,0,0,0,1
5,0,2,0,3,0,2,2,0,0,0,0,1,0
6,0,1,0,4,1,1,6,0,0,0,0,0,1
3,1,1,0,0,1,1,2,0,0,0,0,0,1
3,0,0,0,2,1,0,2,0,0,0,0,0,1
2,0,0,1,0,1,1,2,0,0,0,0,0,1
1,0,1,0,0,0,1,1,0,0,0,0,0,1
3,0,0,0,2,2,0,4,0,0,0,0,0,1
3,0,0,1,1,1,1,3,0,0,0,0,0,1
2,0,2,0,0,0,2,1,0,0,0,0,0,1
2,0,1,0,1,0,1,2,0,0,0,0,0,1
2,0,1,0,0,1,1,2,0,0,0,0,0,1
1,0,0,1,0,0,1,1,0,0,0,0,0,1
3,0,1,0,1,1,1,3,0,0,0,0,0,1
2,1,0,0,1,0,0,2,0,0,0,0,0,1
1,0,1,0,0,0,1,1,0,0,0,0,0,1
2,0,1,0,1,0,1,2,1,0,0,0,0,0
1,0,1,0,0,0,1,1,1,0,0,0,0,0
2,0,0,0,1,2,0,3,0,0,0,0,0,1
2,0,0,1,0,1,1,2,1,0,0,0,0,0
3,0,1,0,1,2,1,4,1,0,0,0,0,0
5,0,2,0,2,2,2,4,0,0,0,0,0,1
3,0,0,1,1,1,1,3,1,0,0,0,0,0
1,0,0,0,1,0,0,1,0,0,0,0,0,1
2,0,1,0,0,1,1,2,1,0,0,0,0,0
6,0,1,0,4,1,1,3,1,0,0,0,0,0
3,0,1,0,2,0,1,3,1,0,0,0,0,0
7,0,1,0,6,0,1,2,0,0,0,0,0,1
2,0,1,0,0,1,1,2,1,0,0,0,0,0
5,0,1,0,3,1,1,4,1,0,0,0,0,0
6,0,0,2,3,3,2,6,0,0,0,0,0,1
4,0,2,0,1,2,2,4,1,0,0,0,0,0
1,0,1,0,0,0,1,1,1,0,0,0,0,0
3,1,0,0,1,1,0,3,1,0,0,0,0,0
3,0,0,1,1,2,1,4,1,0,0,0,0,0
3,0,1,0,2,0,1,2,1,0,0,0,0,0
8,0,2,0,6,0,2,5,1,0,0,0,0,0
2,0,1,0,0,2,1,3,1,0,0,0,0,0
4,0,0,0,4,0,0,2,1,0,0,0,0,0
5,0,3,0,1,3,3,5,1,0,0,0,0,0
3,0,1,0,1,1,1,3,1,0,0,0,0,0
5,0,1,1,2,2,2,6,1,0,0,0,0,0
2,0,2,0,0,0,2,2,1,0,0,0,0,0
3,0,0,0,2,2,0,4,1,0,0,0,0,0
3,0,2,0,1,0,2,2,1,0,0,0,0,0
5,0,2,0,3,0,2,3,1,0,0,0,0,0
3,0,1,0,1,1,1,3,1,0,0,0,0,0
2,0,2,0,0,0,2,1,1,0,0,0,0,0
2,0,0,1,1,0,1,2,1,0,0,0,0,0
2,0,0,0,1,1,0,2,1,0,0,0,0,0
6,0,2,0,4,0,2,1,1,0,0,0,0,0
2,0,0,0,1,2,0,3,1,0,0,0,0,0
3,0,0,1,1,1,1,3,1,0,0,0,0,0
3,0,0,1,1,1,1,3,1,0,0,0,0,0
3,0,1,0,1,3,1,5,1,0,0,0,0,0
3,0,0,0,2,1,0,3,1,0,0,0,0,0
1,0,1,0,0,0,1,1,1,0,0,0,0,0
5,1,0,0,3,1,0,5,0,1,0,0,0,0
2,0,0,0,1,1,0,2,1,0,0,0,0,0
2,0,0,1,1,0,1,2,1,0,0,0,0,0
3,0,1,1,0,1,2,2,1,0,0,0,0,0
5,0,2,0,3,0,2,2,1,0,0,0,0,0
2,0,1,0,1,0,1,2,1,0,0,0,0,0
3,0,0,2,1,0,2,2,1,0,0,0,0,0
1,0,0,1,0,0,1,1,1,0,0,0,0,0
6,0,0,1,3,2,1,5,1,0,0,0,0,0
3,0,1,0,1,1,1,3,1,0,0,0,0,0
4,0,1,0,2,1,1,2,1,0,0,0,0,0
5,3,0,0,1,1,0,3,1,0,0,0,0,0
2,0,0,0,1,1,0,2,1,0,0,0,0,0
3,0,0,1,1,1,1,3,1,0,0,0,0,0
5,0,1,0,3,1,1,2,1,0,0,0,0,0
5,1,4,0,0,0,4,2,1,0,0,0,0,0
4,0,1,0,2,1,1,3,1,0,0,0,0,0
3,0,1,0,0,2,1,3,1,0,0,0,0,0
1,0,1,0,0,0,1,1,0,1,0,0,0,0
4,0,2,0,2,0,2,2,0,1,0,0,0,0
7,0,2,0,4,4,2,8,0,1,0,0,0,0
2,0,0,0,1,2,0,3,1,0,0,0,0,0
1,0,1,0,0,0,1,1,0,1,0,0,0,0
3,0,0,1,1,1,1,3,0,1,0,0,0,0
3,0,0,0,3,0,0,3,0,1,0,0,0,0
4,0,1,0,2,1,1,3,0,1,0,0,0,0
2,0,0,1,1,0,1,1,0,1,0,0,0,0
3,0,1,0,1,1,1,3,0,0,0,0,1,0
4,0,1,0,2,1,1,3,0,1,0,0,0,0
3,0,1,0,2,0,1,3,0,1,0,0,0,0
2,0,1,0,1,0,1,2,0,1,0,0,0,0
3,0,0,1,1,1,1,3,0,1,0,0,0,0
3,0,0,1,1,2,1,4,0,1,0,0,0,0
4,1,1,0,1,3,1,5,0,0,0,0,1,0
3,0,0,0,2,1,0,3,0,1,0,0,0,0
2,0,0,0,1,1,0,2,0,1,0,0,0,0
1,0,1,0,0,0,1,1,0,1,0,0,0,0
2,0,1,0,0,1,1,2,0,1,0,0,0,0
5,0,3,0,2,0,3,2,0,1,0,0,0,0
4,0,1,1,2,0,2,3,0,1,0,0,0,0
3,0,1,0,1,1,1,3,0,1,0,0,0,0
4,0,1,0,2,1,1,3,0,1,0,0,0,0
4,0,2,0,2,0,2,2,0,1,0,0,0,0
3,0,1,0,1,1,1,3,0,1,0,0,0,0
3,0,1,0,1,2,1,4,0,1,0,0,0,0
5,0,1,0,3,1,1,3,0,1,0,0,0,0
1,0,1,0,0,0,1,1,0,1,0,0,0,0
3,0,1,1,1,0,2,2,0,1,0,0,0,0
3,0,1,0,1,1,1,2,0,1,0,0,0,0
6,0,1,1,3,2,2,4,0,1,0,0,0,0
3,0,1,0,2,0,1,2,0,1,0,0,0,0
4,0,1,0,2,1,1,4,0,1,0,0,0,0
4,0,2,0,1,1,2,3,0,1,0,0,0,0
3,0,1,0,1,2,1,4,0,1,0,0,0,0
3,0,0,0,2,2,0,4,0,1,0,0,0,0
5,0,2,1,1,1,3,2,0,1,0,0,0,0
2,1,0,0,0,3,0,4,0,1,0,0,0,0
3,0,1,0,2,0,1,2,0,0,0,0,1,0
3,0,0,0,2,2,0,4,0,1,0,0,0,0
2,0,0,0,1,3,0,4,0,1,0,0,0,0
2,0,0,1,1,0,1,1,0,1,0,0,0,0
6,0,3,0,2,1,3,4,0,1,0,0,0,0
4,0,2,0,2,0,2,2,0,1,0,0,0,0
4,0,0,0,3,1,0,3,0,1,0,0,0,0
3,0,0,0,2,1,0,3,0,1,0,0,0,0
5,0,0,1,3,1,1,4,0,1,0,0,0,0
3,1,0,0,1,5,0,7,0,1,0,0,0,0
3,0,0,0,2,1,0,3,0,0,0,1,0,0
3,1,0,0,1,3,0,5,0,0,0,1,0,0
2,0,1,0,1,0,1,2,0,0,0,1,0,0
2,0,1,0,0,1,1,2,0,0,0,1,0,0
4,0,2,1,0,1,3,3,0,0,0,1,0,0
3,0,0,1,2,0,1,3,0,0,0,1,0,0
1,1,0,0,0,0,0,1,0,0,0,1,0,0
1,0,0,0,1,0,0,1,0,0,0,1,0,0
7,0,2,0,5,0,2,6,0,0,0,1,0,0
3,0,0,0,2,1,0,3,0,0,0,1,0,0
2,0,0,0,1,2,0,3,0,0,0,1,0,0
2,0,1,0,1,0,1,2,0,0,0,1,0,0
5,0,2,0,1,3,2,5,0,0,0,1,0,0
7,0,1,0,5,1,1,7,0,0,0,1,0,0
8,0,1,1,5,2,2,5,0,0,0,1,0,0
5,0,0,2,2,1,2,3,0,0,0,1,0,0
2,0,0,1,1,0,1,2,0,0,0,1,0,0
2,0,0,0,1,1,0,2,0,0,0,1,0,0
3,0,0,1,1,1,1,3,0,0,0,1,0,0
5,0,1,0,4,0,1,2,0,0,0,1,0,0
4,0,1,1,2,0,2,2,0,0,0,1,0,0
7,0,1,0,4,2,1,4,0,0,0,1,0,0
2,0,0,1,1,0,1,2,0,0,0,1,0,0
5,0,1,0,3,1,1,5,0,0,0,1,0,0
2,0,1,0,0,2,1,3,0,0,0,1,0,0
2,0,0,1,1,0,1,2,0,0,0,1,0,0
2,0,0,0,1,1,0,2,0,0,0,1,0,0
2,0,1,0,0,2,1,3,0,0,0,1,0,0
2,0,1,0,1,0,1,2,0,0,0,1,0,0
2,0,1,0,1,0,1,2,0,0,0,1,0,0
3,0,0,1,2,0,1,3,0,0,0,1,0,0
8,0,0,0,7,4,0,8,0,0,0,1,0,0
5,0,1,0,3,3,1,7,0,0,0,1,0,0
2,0,1,0,0,1,1,2,0,0,0,1,0,0
5,0,1,0,1,3,1,4,0,0,1,0,0,0
2,0,1,0,0,1,1,2,0,0,0,1,0,0
3,0,0,0,2,1,0,3,0,0,0,1,0,0
4,0,0,1,2,3,1,6,0,0,0,0,0,1
3,1,0,0,0,2,0,3,0,0,0,1,0,0
2,0,0,1,1,0,1,2,0,0,0,1,0,0
1,0,1,0,0,0,1,1,0,0,0,1,0,0
6,0,2,0,4,0,2,2,0,0,0,0,1,0
5,0,2,1,1,1,3,3,0,0,0,0,1,0
3,0,0,0,1,3,0,4,0,0,0,0,1,0
2,1,0,0,0,1,0,2,0,0,0,0,1,0
4,0,1,0,3,0,1,2,0,0,0,0,1,0
4,0,1,0,2,1,1,2,0,0,0,0,1,0
1,0,0,0,1,0,0,1,0,0,0,0,1,0
1,0,0,0,1,0,0,1,0,0,0,1,0,0
2,0,1,0,0,1,1,2,0,0,0,0,1,0
1,0,1,0,0,0,1,1,0,0,0,1,0,0
49,0,3,0,46,0,3,2,0,1,0,0,0,0
1,0,0,0,1,0,0,1,1,0,0,0,0,0
3,0,1,0,1,1,1,3,0,0,0,0,1,0
3,0,1,1,0,1,2,3,0,0,0,0,1,0
5,0,2,1,0,3,3,4,0,0,0,0,1,0
1,0,1,0,0,0,1,1,0,0,0,0,1,0
2,0,0,1,1,0,1,1,0,0,0,0,1,0
19,0,2,0,16,1,2,3,0,0,0,0,1,0
5,1,0,0,3,1,0,3,0,0,0,0,1,0
3,0,0,1,1,1,1,3,0,0,0,0,1,0
3,0,1,0,1,1,1,3,0,0,0,0,1,0
2,0,0,0,1,1,0,2,0,0,0,0,1,0
2,0,0,0,1,1,0,2,0,0,0,0,1,0
2,0,1,0,1,0,1,2,0,0,0,0,1,0
2,0,0,0,1,1,0,2,0,0,0,0,1,0
3,0,0,0,2,1,0,3,0,0,0,0,1,0
2,0,1,0,0,2,1,3,0,0,0,0,1,0
2,0,1,0,0,1,1,2,0,0,0,0,1,0
2,0,0,0,1,1,0,2,0,0,0,0,1,0
2,0,2,0,0,0,2,1,0,0,0,0,1,0
3,1,0,0,2,0,0,2,0,0,0,0,0,0
3,0,1,1,1,0,2,2,0,0,0,0,0,0
6,0,2,0,4,0,2,3,0,0,0,0,0,0
18,0,0,0,17,2,0,4,0,0,0,0,0,0
7,0,2,3,1,1,5,3,0,0,0,0,0,0
3,1,0,0,1,1,0,3,0,0,0,0,0,0
4,0,0,0,3,3,0,6,0,0,0,0,0,0
1,0,1,0,0,0,1,1,0,0,0,0,0,0
8,0,3,0,4,1,3,3,0,0,0,0,0,0
8,0,4,0,3,2,4,6,0,0,0,0,0,0
3,0,0,0,2,1,0,3,0,0,0,0,0,0
2,0,0,0,1,2,0,3,0,0,0,0,0,0
3,0,1,0,1,1,1,3,0,0,0,0,0,0
2,0,0,1,0,2,1,3,0,0,0,0,0,0
2,0,1,0,0,1,1,2,0,0,0,0,0,0
1,0,0,0,1,0,0,1,0,0,0,0,0,0
2,0,1,0,0,1,1,2,0,0,0,0,0,0
3,0,1,0,0,2,1,3,0,0,0,0,0,0
2,0,1,0,1,0,1,1,0,0,0,0,0,0
3,0,1,0,1,1,1,3,0,0,0,0,0,0
1,0,1,0,0,0,1,1,0,0,0,0,0,0
2,0,1,0,0,1,1,2,0,0,0,0,0,0
2,0,0,0,2,0,0,2,0,0,0,0,0,0
2,0,0,0,2,0,0,2,0,0,0,0,0,0
3,0,1,0,2,0,1,3,0,0,0,0,0,0
2,0,1,0,0,2,1,3,0,0,0,0,0,0
4,1,0,1,1,1,1,3,0,0,0,0,0,0
3,0,0,1,1,1,1,3,0,0,0,0,0,0
2,0,1,0,0,2,1,3,0,0,0,0,0,0
2,1,0,0,0,1,0,2,0,0,1,0,0,0
3,0,0,0,0,3,0,3,0,0,0,0,0,0
2,0,1,0,0,3,1,4,0,0,1,0,0,0
1,0,1,0,0,0,1,1,0,0,1,0,0,0
2,0,1,0,0,1,1,2,0,0,1,0,0,0
4,0,1,0,2,2,1,5,0,0,1,0,0,0
2,0,1,0,0,1,1,2,0,0,1,0,0,0
3,0,1,0,1,1,1,3,0,0,1,0,0,0
2,0,0,1,1,0,1,2,0,0,1,0,0,0
3,0,0,0,3,0,0,3,0,0,1,0,0,0
3,0,1,0,1,1,1,3,0,0,1,0,0,0
6,0,3,0,2,1,3,3,0,0,1,0,0,0
1,0,1,0,0,0,1,1,0,0,1,0,0,0
3,0,1,0,2,0,1,3,0,0,1,0,0,0
3,0,1,0,2,0,1,2,0,0,1,0,0,0
7,0,0,0,6,1,0,3,0,0,1,0,0,0
4,0,1,0,2,1,1,3,0,0,1,0,0,0
2,0,1,0,1,0,1,2,0,0,1,0,0,0
4,2,0,0,1,1,0,3,0,0,1,0,0,0
3,1,0,0,1,1,0,3,0,0,1,0,0,0
4,1,0,1,1,3,1,5,0,0,1,0,0,0
3,0,1,0,2,0,1,3,0,0,1,0,0,0
4,0,0,1,2,1,1,3,0,0,1,0,0,0
2,0,0,1,1,0,1,2,0,0,1,0,0,0
4,0,1,0,2,1,1,4,0,0,1,0,0,0
3,0,1,0,1,1,1,3,0,0,1,0,0,0
5,0,2,0,2,3,2,5,0,0,1,0,0,0
7,0,0,0,5,2,0,4,0,0,1,0,0,0
4,0,2,0,1,1,2,3,0,0,1,0,0,0
2,0,0,1,0,1,1,2,0,0,1,0,0,0
2,0,2,0,0,0,2,1,0,1,0,0,0,0
2,0,0,0,1,1,0,2,0,0,1,0,0,0
3,0,0,0,2,1,0,3,0,0,1,0,0,0
2,0,1,0,0,1,1,2,0,0,1,0,0,0
2,0,0,1,0,1,1,2,0,0,1,0,0,0
3,0,1,0,1,3,1,5,0,0,1,0,0,0
3,0,0,2,1,0,2,2,0,0,1,0,0,0
2,0,0,0,1,2,0,3,0,0,1,0,0,0
4,0,2,0,1,1,2,2,0,0,1,0,0,0
5,1,2,0,1,1,2,3,0,0,1,0,0,0
2,0,0,1,1,0,1,2,0,0,1,0,0,0
2,0,1,0,0,1,1,2,0,0,1,0,0,0
8,0,1,0,7,0,1,2,0,0,1,0,0,0
2,0,0,0,2,0,0,2,0,0,1,0,0,0
2,0,1,0,0,2,1,3,0,0,1,0,0,0
2,0,0,1,1,0,1,2,0,0,1,0,0,0
7,0,2,0,4,2,2,5,0,0,1,0,0,0
2,0,0,1,1,0,1,2,0,0,1,0,0,0
8,0,0,1,6,1,1,4,0,0,1,0,0,0
5,0,0,0,3,3,0,6,0,0,1,0,0,0
4,1,1,1,0,1,2,2,0,0,1,0,0,0
4,0,2,1,1,0,3,2,0,0,1,0,0,0
2,0,1,0,0,1,1,2,0,0,1,0,0,0
4,0,1,0,2,2,1,4,0,0,0,0,0,1
4,0,0,3,1,0,3,2,0,0,0,0,0,1
4,0,0,1,2,3,1,6,0,0,0,0,0,1
2,0,0,0,1,1,0,2,0,0,0,0,0,1
2,0,1,0,1,0,1,2,0,0,0,0,0,1
2,0,1,0,0,2,1,3,0,0,0,0,0,1
1,0,1,0,0,0,1,1,0,0,0,0,0,1
6,0,0,2,2,3,2,6,0,0,0,0,0,1
1,0,0,0,1,0,0,1,0,0,0,0,0,1
2,0,1,0,1,0,1,2,0,0,0,0,0,1
4,1,0,0,1,3,0,5,0,0,0,0,0,1
5,1,1,0,2,2,1,5,0,0,0,0,0,1
2,0,0,1,0,1,1,2,0,0,0,1,0,0
4,0,1,0,1,2,1,3,0,0,0,0,0,1
2,0,0,1,1,0,1,2,0,0,0,0,0,1
6,0,3,3,0,0,6,5,0,0,0,0,0,1
3,0,1,1,1,0,2,2,0,0,0,0,0,1
3,0,2,0,1,0,2,2,0,0,0,0,0,1
4,0,1,0,2,1,1,3,0,0,0,0,0,1
3,0,1,0,1,3,1,5,0,0,0,0,0,1
2,0,1,0,1,0,1,2,0,0,0,0,0,1
3,0,0,1,1,1,1,3,0,0,0,0,0,1
5,0,3,0,1,3,3,6,0,0,0,0,0,1
1,0,0,0,1,0,0,1,0,0,0,0,0,1
3,1,0,0,1,1,0,3,0,0,0,0,0,1
3,0,1,0,1,2,1,4,0,0,0,0,0,1
3,0,1,0,1,2,1,4,0,0,0,0,0,1
3,0,0,1,1,1,1,3,0,0,0,0,0,1
2,0,1,0,0,1,1,2,0,0,0,0,0,1
2,0,0,0,2,0,0,2,0,0,0,0,0,1
2,0,0,1,1,0,1,2,0,0,0,0,0,1
4,0,1,0,2,1,1,3,0,0,0,0,0,1
1,0,1,0,0,0,1,1,0,0,0,0,0,1
2,0,0,0,1,1,0,2,0,0,0,0,0,1
5,0,0,1,3,3,1,7,0,0,0,0,0,1
4,0,2,0,1,1,2,3,0,0,0,0,0,1
3,0,1,0,1,1,1,3,0,0,0,0,0,1
2,0,0,1,1,0,1,2,0,0,0,0,0,1
3,0,0,1,1,1,1,3,0,0,0,0,0,1
3,0,1,0,1,2,1,4,0,0,0,0,0,1
2,1,0,0,0,1,0,2,0,0,0,0,0,1
2,0,0,1,0,1,1,2,1,0,0,0,0,0
3,0,2,0,0,1,2,2,1,0,0,0,0,0
3,0,0,1,0,2,1,2,1,0,0,0,0,0
1,0,1,0,0,0,1,1,1,0,0,0,0,0
6,3,0,0,1,3,0,5,1,0,0,0,0,0
6,0,2,2,1,5,4,7,1,0,0,0,0,0
3,0,0,1,1,2,1,4,1,0,0,0,0,0
2,0,0,1,0,1,1,2,1,0,0,0,0,0
2,0,1,0,0,1,1,2,1,0,0,0,0,0
1,0,1,0,0,0,1,1,0,0,0,0,1,0
2,0,0,0,1,2,0,3,1,0,0,0,0,0
3,0,1,0,2,0,1,3,1,0,0,0,0,0
2,0,1,0,1,0,1,2,1,0,0,0,0,0
2,0,1,0,1,0,1,2,1,0,0,0,0,0
2,0,0,1,1,0,1,2,1,0,0,0,0,0
2,0,0,1,0,1,1,2,1,0,0,0,0,0
3,0,0,0,2,2,0,4,1,0,0,0,0,0
1,0,1,0,0,0,1,1,1,0,0,0,0,0
2,1,0,0,1,0,0,2,1,0,0,0,0,0
3,0,0,1,1,8,1,10,1,0,0,0,0,0
4,0,0,2,1,4,2,7,1,0,0,0,0,0
3,0,1,0,0,3,1,4,1,0,0,0,0,0
3,0,0,0,2,1,0,3,1,0,0,0,0,0
3,0,2,0,0,1,2,2,1,0,0,0,0,0
8,0,4,1,2,3,5,6,1,0,0,0,0,0
3,1,0,0,1,3,0,5,1,0,0,0,0,0
3,1,0,0,1,2,0,4,1,0,0,0,0,0
6,0,4,0,1,2,4,5,1,0,0,0,0,0
3,0,1,0,1,1,1,3,1,0,0,0,0,0
6,0,1,0,4,1,1,2,1,0,0,0,0,0
4,0,1,0,2,1,1,3,1,0,0,0,0,0
2,0,1,0,1,0,1,2,1,0,0,0,0,0
14,0,11,0,3,0,11,3,1,0,0,0,0,0
3,0,1,0,1,1,1,3,1,0,0,0,0,0
1,0,1,0,0,0,1,1,1,0,0,0,0,0
2,1,0,0,0,2,0,3,1,0,0,0,0,0
10,0,2,0,8,0,2,6,1,0,0,0,0,0
4,0,1,0,3,0,1,2,1,0,0,0,0,0
1,0,1,0,0,0,1,1,1,0,0,0,0,0
2,0,1,0,0,1,1,2,1,0,0,0,0,0
2,0,0,0,1,1,0,2,1,0,0,0,0,0
3,0,0,0,2,1,0,3,1,0,0,0,0,0
3,0,1,0,1,3,1,5,1,0,0,0,0,0
2,0,1,0,0,1,1,2,1,0,0,0,0,0
2,0,1,0,1,0,1,2,1,0,0,0,0,0
2,0,1,0,0,1,1,2,1,0,0,0,0,0
2,0,1,0,1,0,1,2,0,1,0,0,0,0
2,0,1,0,0,1,1,2,0,1,0,0,0,0
2,0,0,0,1,1,0,2,1,0,0,0,0,0
3,0,1,0,1,1,1,3,0,1,0,0,0,0
52,0,41,8,1,2,49,4,1,0,0,0,0,0
5,0,3,0,1,3,3,4,0,1,0,0,0,0
2,0,0,0,2,0,0,2,0,1,0,0,0,0
2,0,1,0,0,1,1,2,0,1,0,0,0,0
2,0,0,1,1,0,1,2,0,1,0,0,0,0
2,0,1,0,0,1,1,2,0,1,0,0,0,0
2,0,1,0,0,1,1,2,0,1,0,0,0,0
2,0,1,0,1,0,1,2,0,1,0,0,0,0
3,0,1,0,1,1,1,3,0,1,0,0,0,0
2,0,1,0,1,0,1,2,0,1,0,0,0,0
2,0,1,0,0,1,1,2,1,0,0,0,0,0
4,0,1,0,2,1,1,3,0,1,0,0,0,0
9,0,5,0,3,6,5,9,0,1,0,0,0,0
4,0,1,1,1,2,2,4,0,1,0,0,0,0
3,0,0,1,1,1,1,3,0,1,0,0,0,0
3,0,2,0,1,0,2,2,0,1,0,0,0,0
3,0,2,0,1,0,2,2,0,1,0,0,0,0
5,0,1,0,3,3,1,7,0,1,0,0,0,0
2,0,0,1,1,0,1,2,0,1,0,0,0,0
2,0,0,0,1,1,0,2,0,1,0,0,0,0
2,0,0,0,2,0,0,2,0,1,0,0,0,0
2,0,0,0,1,1,0,2,0,1,0,0,0,0
3,0,0,0,2,1,0,3,0,1,0,0,0,0
3,0,2,0,1,0,2,2,0,1,0,0,0,0
3,0,1,0,1,1,1,3,0,1,0,0,0,0
3,0,0,0,1,2,0,3,0,1,0,0,0,0
2,0,0,0,2,0,0,2,0,1,0,0,0,0
3,0,1,0,1,1,1,3,0,1,0,0,0,0
3,0,2,0,1,0,2,2,0,1,0,0,0,0
3,0,0,0,2,2,0,4,0,1,0,0,0,0
1,0,1,0,0,0,1,1,0,1,0,0,0,0
2,0,1,0,0,1,1,2,0,1,0,0,0,0
7,0,4,1,1,3,5,5,0,1,0,0,0,0
2,0,0,1,0,1,1,2,0,1,0,0,0,0
5,0,0,0,4,2,0,5,0,1,0,0,0,0
2,0,0,0,2,0,0,2,0,1,0,0,0,0
5,1,1,0,1,2,1,3,0,1,0,0,0,0
12,0,1,8,2,1,9,3,0,1,0,0,0,0
4,1,0,0,1,3,0,5,0,1,0,0,0,0
2,0,1,0,0,1,1,2,0,1,0,0,0,0
3,0,1,0,1,1,1,2,0,1,0,0,0,0
2,0,2,0,0,0,2,2,0,1,0,0,0,0
3,0,1,0,1,2,1,4,0,1,0,0,0,0
5,0,1,1,2,1,2,3,0,1,0,0,0,0
2,0,1,0,1,0,1,2,0,1,0,0,0,0
6,0,4,0,1,1,4,3,0,0,0,1,0,0
2,0,1,0,0,1,1,2,0,0,0,1,0,0
2,0,0,1,1,0,1,2,0,0,0,1,0,0
2,0,0,1,0,1,1,2,0,1,0,0,0,0
2,0,0,0,1,3,0,4,0,1,0,0,0,0
3,0,0,0,2,2,0,4,0,0,0,1,0,0
3,0,1,0,2,0,1,3,0,1,0,0,0,0
2,0,0,1,0,1,1,2,0,0,0,1,0,0
2,0,1,0,0,1,1,2,0,0,0,1,0,0
2,0,1,0,1,0,1,1,0,0,0,1,0,0
4,1,0,0,1,2,0,4,0,0,0,1,0,0
2,0,1,0,1,0,1,2,0,0,0,1,0,0
2,0,0,0,1,1,0,2,0,0,1,0,0,0
2,0,0,1,1,0,1,2,0,0,0,1,0,0
3,0,2,0,1,0,2,2,0,0,0,1,0,0
4,0,2,0,1,2,2,4,0,0,0,1,0,0
3,0,1,0,1,1,1,3,0,0,0,1,0,0
2,0,1,0,0,1,1,2,0,0,0,1,0,0
4,3,0,0,1,0,0,2,0,0,0,1,0,0
3,0,0,1,1,1,1,3,0,0,0,1,0,0
3,0,0,1,1,1,1,3,0,0,0,1,0,0
3,0,1,0,0,2,1,3,0,0,0,1,0,0
1,0,0,0,1,0,0,1,0,0,0,1,0,0
3,0,2,0,1,0,2,2,0,0,0,1,0,0
1,0,1,0,0,0,1,1,0,0,0,1,0,0
2,0,2,0,0,0,2,2,0,0,0,1,0,0
3,0,0,0,2,1,0,3,0,0,0,1,0,0
6,0,4,0,2,0,4,2,0,0,0,1,0,0
2,0,1,0,0,2,1,3,0,0,0,1,0,0
6,0,1,0,5,0,1,2,0,0,0,1,0,0
45,0,19,0,25,1,19,3,0,0,0,0,1,0
3,0,0,0,2,2,0,4,0,0,0,1,0,0
2,0,0,1,1,0,1,2,0,0,0,1,0,0
3,0,0,0,2,1,0,3,0,0,0,1,0,0
2,0,1,0,0,1,1,2,0,0,0,1,0,0
2,0,0,1,0,1,1,2,0,0,0,1,0,0
5,0,0,0,5,0,0,2,0,0,0,1,0,0
2,0,1,0,1,0,1,1,0,0,0,1,0,0
3,1,0,0,1,1,0,3,0,0,0,1,0,0
8,1,0,3,1,3,3,4,0,0,0,1,0,0
3,0,1,0,1,1,1,3,0,0,0,1,0,0
